"FILE_ID";"VARIANT_ID";"VARIANT_CORR";"PARTNUMBER";"NAME";"LONGDESCRIPTION";"CATEGORY_CODE";"BRAND";"STATUS";"PRICE";"ORIGIN_PRICE";"SYNC";"SELLER_ID";"PRODUCT_SKU";"PRODUCT_SKU_PARENT"
"61924";"E74010010-NEGRO";"0";"2000|E74010010-NEGRO";"E74010010-NEGRO";"E74010010-NEGRO";"yolo";"CMCL";"E";"156";"161";"0";"2000";"PMP900000010010";""
"61924";"E74010011-NEGRO";"0";"2000|E74010011-NEGRO";"E74010011-NEGRO";"E74010011-NEGRO";"yolo";"CMCL";"E";"113";"118";"0";"2000";"PMP900000010011";""
"61924";"E74010012-NEGRO";"0";"2000|E74010012-NEGRO";"E74010012-NEGRO";"E74010012-NEGRO";"yolo";"CMCL";"E";"157";"162";"0";"2000";"PMP900000010012";""
"61924";"E74010013-NEGRO";"0";"2000|E74010013-NEGRO";"E74010013-NEGRO";"E74010013-NEGRO";"yolo";"CMCL";"E";"57";"62";"0";"2000";"PMP900000010013";""
"61924";"E74010014-NEGRO";"0";"2000|E74010014-NEGRO";"E74010014-NEGRO";"E74010014-NEGRO";"yolo";"CMCL";"E";"150";"155";"0";"2000";"PMP900000010014";""
"61924";"E74010015-NEGRO";"0";"2000|E74010015-NEGRO";"E74010015-NEGRO";"E74010015-NEGRO";"yolo";"CMCL";"E";"204";"209";"0";"2000";"PMP900000010015";""
"61924";"E74010016-NEGRO";"0";"2000|E74010016-NEGRO";"E74010016-NEGRO";"E74010016-NEGRO";"yolo";"CMCL";"E";"187";"192";"0";"2000";"PMP900000010016";""
"61924";"E74010017-NEGRO";"0";"2000|E74010017-NEGRO";"E74010017-NEGRO";"E74010017-NEGRO";"yolo";"CMCL";"E";"168";"173";"0";"2000";"PMP900000010017";""
"61924";"E74010018-NEGRO";"0";"2000|E74010018-NEGRO";"E74010018-NEGRO";"E74010018-NEGRO";"yolo";"CMCL";"E";"168";"173";"0";"2000";"PMP900000010018";""
"61924";"E74010019-NEGRO";"0";"2000|E74010019-NEGRO";"E74010019-NEGRO";"E74010019-NEGRO";"yolo";"CMCL";"E";"145";"150";"0";"2000";"PMP900000010019";""
"61924";"E74010020-NEGRO";"0";"2000|E74010020-NEGRO";"E74010020-NEGRO";"E74010020-NEGRO";"yolo";"CMCL";"E";"189";"194";"0";"2000";"PMP900000010020";""
"61924";"E74010021-NEGRO";"0";"2000|E74010021-NEGRO";"E74010021-NEGRO";"E74010021-NEGRO";"yolo";"CMCL";"E";"83";"88";"0";"2000";"PMP900000010021";""
"61924";"E74010022-NEGRO";"0";"2000|E74010022-NEGRO";"E74010022-NEGRO";"E74010022-NEGRO";"yolo";"CMCL";"E";"187";"192";"0";"2000";"PMP900000010022";""
"61924";"E74010023-NEGRO";"0";"2000|E74010023-NEGRO";"E74010023-NEGRO";"E74010023-NEGRO";"yolo";"CMCL";"E";"210";"215";"0";"2000";"PMP900000010023";""
"61924";"E74010024-NEGRO";"0";"2000|E74010024-NEGRO";"E74010024-NEGRO";"E74010024-NEGRO";"yolo";"CMCL";"E";"161";"166";"0";"2000";"PMP900000010024";""
"61924";"E74010025-NEGRO";"0";"2000|E74010025-NEGRO";"E74010025-NEGRO";"E74010025-NEGRO";"yolo";"CMCL";"E";"49";"54";"0";"2000";"PMP900000010025";""
"61924";"E74010026-NEGRO";"0";"2000|E74010026-NEGRO";"E74010026-NEGRO";"E74010026-NEGRO";"yolo";"CMCL";"E";"50";"55";"0";"2000";"PMP900000010026";""
"61924";"E74010027-NEGRO";"0";"2000|E74010027-NEGRO";"E74010027-NEGRO";"E74010027-NEGRO";"yolo";"CMCL";"E";"97";"102";"0";"2000";"PMP900000010027";""
"61924";"E74010028-NEGRO";"0";"2000|E74010028-NEGRO";"E74010028-NEGRO";"E74010028-NEGRO";"yolo";"CMCL";"E";"180";"185";"0";"2000";"PMP900000010028";""
"61924";"E74010029-NEGRO";"0";"2000|E74010029-NEGRO";"E74010029-NEGRO";"E74010029-NEGRO";"yolo";"CMCL";"E";"56";"61";"0";"2000";"PMP900000010029";""
"61924";"E74010030-NEGRO";"0";"2000|E74010030-NEGRO";"E74010030-NEGRO";"E74010030-NEGRO";"yolo";"CMCL";"E";"88";"93";"0";"2000";"PMP900000010030";""
"61924";"E74010031-NEGRO";"0";"2000|E74010031-NEGRO";"E74010031-NEGRO";"E74010031-NEGRO";"yolo";"CMCL";"E";"67";"72";"0";"2000";"PMP900000010031";""
"61924";"E74010032-NEGRO";"0";"2000|E74010032-NEGRO";"E74010032-NEGRO";"E74010032-NEGRO";"yolo";"CMCL";"E";"143";"148";"0";"2000";"PMP900000010032";""
"61924";"E74010033-NEGRO";"0";"2000|E74010033-NEGRO";"E74010033-NEGRO";"E74010033-NEGRO";"yolo";"CMCL";"E";"50";"55";"0";"2000";"PMP900000010033";""
"61924";"E74010034-NEGRO";"0";"2000|E74010034-NEGRO";"E74010034-NEGRO";"E74010034-NEGRO";"yolo";"CMCL";"E";"131";"136";"0";"2000";"PMP900000010034";""
"61924";"E74010035-NEGRO";"0";"2000|E74010035-NEGRO";"E74010035-NEGRO";"E74010035-NEGRO";"yolo";"CMCL";"E";"239";"244";"0";"2000";"PMP900000010035";""
"61924";"E74010036-NEGRO";"0";"2000|E74010036-NEGRO";"E74010036-NEGRO";"E74010036-NEGRO";"yolo";"CMCL";"E";"202";"207";"0";"2000";"PMP900000010036";""
"61924";"E74010037-NEGRO";"0";"2000|E74010037-NEGRO";"E74010037-NEGRO";"E74010037-NEGRO";"yolo";"CMCL";"E";"51";"56";"0";"2000";"PMP900000010037";""
"61924";"E74010038-NEGRO";"0";"2000|E74010038-NEGRO";"E74010038-NEGRO";"E74010038-NEGRO";"yolo";"CMCL";"E";"187";"192";"0";"2000";"PMP900000010038";""
"61924";"E74010039-NEGRO";"0";"2000|E74010039-NEGRO";"E74010039-NEGRO";"E74010039-NEGRO";"yolo";"CMCL";"E";"148";"153";"0";"2000";"PMP900000010039";""
"61924";"E74010040-NEGRO";"0";"2000|E74010040-NEGRO";"E74010040-NEGRO";"E74010040-NEGRO";"yolo";"CMCL";"E";"92";"97";"0";"2000";"PMP900000010040";""
"61924";"E74010041-NEGRO";"0";"2000|E74010041-NEGRO";"E74010041-NEGRO";"E74010041-NEGRO";"yolo";"CMCL";"E";"78";"83";"0";"2000";"PMP900000010041";""
"61924";"E74010042-NEGRO";"0";"2000|E74010042-NEGRO";"E74010042-NEGRO";"E74010042-NEGRO";"yolo";"CMCL";"E";"234";"239";"0";"2000";"PMP900000010042";""
"61924";"E74010043-NEGRO";"0";"2000|E74010043-NEGRO";"E74010043-NEGRO";"E74010043-NEGRO";"yolo";"CMCL";"E";"129";"134";"0";"2000";"PMP900000010043";""
"61924";"E74010044-NEGRO";"0";"2000|E74010044-NEGRO";"E74010044-NEGRO";"E74010044-NEGRO";"yolo";"CMCL";"E";"206";"211";"0";"2000";"PMP900000010044";""
"61924";"E74010045-NEGRO";"0";"2000|E74010045-NEGRO";"E74010045-NEGRO";"E74010045-NEGRO";"yolo";"CMCL";"E";"74";"79";"0";"2000";"PMP900000010045";""
"61924";"E74010046-NEGRO";"0";"2000|E74010046-NEGRO";"E74010046-NEGRO";"E74010046-NEGRO";"yolo";"CMCL";"E";"35";"40";"0";"2000";"PMP900000010046";""
"61924";"E74010047-NEGRO";"0";"2000|E74010047-NEGRO";"E74010047-NEGRO";"E74010047-NEGRO";"yolo";"CMCL";"E";"200";"205";"0";"2000";"PMP900000010047";""
"61924";"E74010048-NEGRO";"0";"2000|E74010048-NEGRO";"E74010048-NEGRO";"E74010048-NEGRO";"yolo";"CMCL";"E";"225";"230";"0";"2000";"PMP900000010048";""
"61924";"E74010049-NEGRO";"0";"2000|E74010049-NEGRO";"E74010049-NEGRO";"E74010049-NEGRO";"yolo";"CMCL";"E";"45";"50";"0";"2000";"PMP900000010049";""
"61924";"E74010050-NEGRO";"0";"2000|E74010050-NEGRO";"E74010050-NEGRO";"E74010050-NEGRO";"yolo";"CMCL";"E";"236";"241";"0";"2000";"PMP900000010050";""
"61924";"E74010051-NEGRO";"0";"2000|E74010051-NEGRO";"E74010051-NEGRO";"E74010051-NEGRO";"yolo";"CMCL";"E";"195";"200";"0";"2000";"PMP900000010051";""
"61924";"E74010052-NEGRO";"0";"2000|E74010052-NEGRO";"E74010052-NEGRO";"E74010052-NEGRO";"yolo";"CMCL";"E";"105";"110";"0";"2000";"PMP900000010052";""
"61924";"E74010053-NEGRO";"0";"2000|E74010053-NEGRO";"E74010053-NEGRO";"E74010053-NEGRO";"yolo";"CMCL";"E";"199";"204";"0";"2000";"PMP900000010053";""
"61924";"E74010054-NEGRO";"0";"2000|E74010054-NEGRO";"E74010054-NEGRO";"E74010054-NEGRO";"yolo";"CMCL";"E";"45";"50";"0";"2000";"PMP900000010054";""
"61924";"E74010055-NEGRO";"0";"2000|E74010055-NEGRO";"E74010055-NEGRO";"E74010055-NEGRO";"yolo";"CMCL";"E";"241";"246";"0";"2000";"PMP900000010055";""
"61924";"E74010056-NEGRO";"0";"2000|E74010056-NEGRO";"E74010056-NEGRO";"E74010056-NEGRO";"yolo";"CMCL";"E";"186";"191";"0";"2000";"PMP900000010056";""
"61924";"E74010057-NEGRO";"0";"2000|E74010057-NEGRO";"E74010057-NEGRO";"E74010057-NEGRO";"yolo";"CMCL";"E";"78";"83";"0";"2000";"PMP900000010057";""
"61924";"E74010058-NEGRO";"0";"2000|E74010058-NEGRO";"E74010058-NEGRO";"E74010058-NEGRO";"yolo";"CMCL";"E";"104";"109";"0";"2000";"PMP900000010058";""
"61924";"E74010059-NEGRO";"0";"2000|E74010059-NEGRO";"E74010059-NEGRO";"E74010059-NEGRO";"yolo";"CMCL";"E";"226";"231";"0";"2000";"PMP900000010059";""
"61924";"E74010060-NEGRO";"0";"2000|E74010060-NEGRO";"E74010060-NEGRO";"E74010060-NEGRO";"yolo";"CMCL";"E";"182";"187";"0";"2000";"PMP900000010060";""
"61924";"E74010061-NEGRO";"0";"2000|E74010061-NEGRO";"E74010061-NEGRO";"E74010061-NEGRO";"yolo";"CMCL";"E";"215";"220";"0";"2000";"PMP900000010061";""
"61924";"E74010062-NEGRO";"0";"2000|E74010062-NEGRO";"E74010062-NEGRO";"E74010062-NEGRO";"yolo";"CMCL";"E";"62";"67";"0";"2000";"PMP900000010062";""
"61924";"E74010063-NEGRO";"0";"2000|E74010063-NEGRO";"E74010063-NEGRO";"E74010063-NEGRO";"yolo";"CMCL";"E";"86";"91";"0";"2000";"PMP900000010063";""
"61924";"E74010064-NEGRO";"0";"2000|E74010064-NEGRO";"E74010064-NEGRO";"E74010064-NEGRO";"yolo";"CMCL";"E";"133";"138";"0";"2000";"PMP900000010064";""
"61924";"E74010065-NEGRO";"0";"2000|E74010065-NEGRO";"E74010065-NEGRO";"E74010065-NEGRO";"yolo";"CMCL";"E";"142";"147";"0";"2000";"PMP900000010065";""
"61924";"E74010066-NEGRO";"0";"2000|E74010066-NEGRO";"E74010066-NEGRO";"E74010066-NEGRO";"yolo";"CMCL";"E";"58";"63";"0";"2000";"PMP900000010066";""
"61924";"E74010067-NEGRO";"0";"2000|E74010067-NEGRO";"E74010067-NEGRO";"E74010067-NEGRO";"yolo";"CMCL";"E";"245";"250";"0";"2000";"PMP900000010067";""
"61924";"E74010068-NEGRO";"0";"2000|E74010068-NEGRO";"E74010068-NEGRO";"E74010068-NEGRO";"yolo";"CMCL";"E";"70";"75";"0";"2000";"PMP900000010068";""
"61924";"E74010069-NEGRO";"0";"2000|E74010069-NEGRO";"E74010069-NEGRO";"E74010069-NEGRO";"yolo";"CMCL";"E";"188";"193";"0";"2000";"PMP900000010069";""
"61924";"E74010070-NEGRO";"0";"2000|E74010070-NEGRO";"E74010070-NEGRO";"E74010070-NEGRO";"yolo";"CMCL";"E";"73";"78";"0";"2000";"PMP900000010070";""
"61924";"E74010071-NEGRO";"0";"2000|E74010071-NEGRO";"E74010071-NEGRO";"E74010071-NEGRO";"yolo";"CMCL";"E";"109";"114";"0";"2000";"PMP900000010071";""
"61924";"E74010072-NEGRO";"0";"2000|E74010072-NEGRO";"E74010072-NEGRO";"E74010072-NEGRO";"yolo";"CMCL";"E";"244";"249";"0";"2000";"PMP900000010072";""
"61924";"E74010073-NEGRO";"0";"2000|E74010073-NEGRO";"E74010073-NEGRO";"E74010073-NEGRO";"yolo";"CMCL";"E";"141";"146";"0";"2000";"PMP900000010073";""
"61924";"E74010074-NEGRO";"0";"2000|E74010074-NEGRO";"E74010074-NEGRO";"E74010074-NEGRO";"yolo";"CMCL";"E";"238";"243";"0";"2000";"PMP900000010074";""
"61924";"E74010075-NEGRO";"0";"2000|E74010075-NEGRO";"E74010075-NEGRO";"E74010075-NEGRO";"yolo";"CMCL";"E";"210";"215";"0";"2000";"PMP900000010075";""
"61924";"E74010076-NEGRO";"0";"2000|E74010076-NEGRO";"E74010076-NEGRO";"E74010076-NEGRO";"yolo";"CMCL";"E";"77";"82";"0";"2000";"PMP900000010076";""
"61924";"E74010077-NEGRO";"0";"2000|E74010077-NEGRO";"E74010077-NEGRO";"E74010077-NEGRO";"yolo";"CMCL";"E";"229";"234";"0";"2000";"PMP900000010077";""
"61924";"E74010078-NEGRO";"0";"2000|E74010078-NEGRO";"E74010078-NEGRO";"E74010078-NEGRO";"yolo";"CMCL";"E";"205";"210";"0";"2000";"PMP900000010078";""
"61924";"E74010079-NEGRO";"0";"2000|E74010079-NEGRO";"E74010079-NEGRO";"E74010079-NEGRO";"yolo";"CMCL";"E";"152";"157";"0";"2000";"PMP900000010079";""
"61924";"E74010080-NEGRO";"0";"2000|E74010080-NEGRO";"E74010080-NEGRO";"E74010080-NEGRO";"yolo";"CMCL";"E";"155";"160";"0";"2000";"PMP900000010080";""
"61924";"E74010081-NEGRO";"0";"2000|E74010081-NEGRO";"E74010081-NEGRO";"E74010081-NEGRO";"yolo";"CMCL";"E";"191";"196";"0";"2000";"PMP900000010081";""
"61924";"E74010082-NEGRO";"0";"2000|E74010082-NEGRO";"E74010082-NEGRO";"E74010082-NEGRO";"yolo";"CMCL";"E";"157";"162";"0";"2000";"PMP900000010082";""
"61924";"E74010083-NEGRO";"0";"2000|E74010083-NEGRO";"E74010083-NEGRO";"E74010083-NEGRO";"yolo";"CMCL";"E";"246";"251";"0";"2000";"PMP900000010083";""
"61924";"E74010084-NEGRO";"0";"2000|E74010084-NEGRO";"E74010084-NEGRO";"E74010084-NEGRO";"yolo";"CMCL";"E";"169";"174";"0";"2000";"PMP900000010084";""
"61924";"E74010085-NEGRO";"0";"2000|E74010085-NEGRO";"E74010085-NEGRO";"E74010085-NEGRO";"yolo";"CMCL";"E";"182";"187";"0";"2000";"PMP900000010085";""
"61924";"E74010086-NEGRO";"0";"2000|E74010086-NEGRO";"E74010086-NEGRO";"E74010086-NEGRO";"yolo";"CMCL";"E";"195";"200";"0";"2000";"PMP900000010086";""
"61924";"E74010087-NEGRO";"0";"2000|E74010087-NEGRO";"E74010087-NEGRO";"E74010087-NEGRO";"yolo";"CMCL";"E";"74";"79";"0";"2000";"PMP900000010087";""
"61924";"E74010088-NEGRO";"0";"2000|E74010088-NEGRO";"E74010088-NEGRO";"E74010088-NEGRO";"yolo";"CMCL";"E";"210";"215";"0";"2000";"PMP900000010088";""
"61924";"E74010089-NEGRO";"0";"2000|E74010089-NEGRO";"E74010089-NEGRO";"E74010089-NEGRO";"yolo";"CMCL";"E";"215";"220";"0";"2000";"PMP900000010089";""
"61924";"E74010090-NEGRO";"0";"2000|E74010090-NEGRO";"E74010090-NEGRO";"E74010090-NEGRO";"yolo";"CMCL";"E";"48";"53";"0";"2000";"PMP900000010090";""
"61924";"E74010091-NEGRO";"0";"2000|E74010091-NEGRO";"E74010091-NEGRO";"E74010091-NEGRO";"yolo";"CMCL";"E";"117";"122";"0";"2000";"PMP900000010091";""
"61924";"E74010092-NEGRO";"0";"2000|E74010092-NEGRO";"E74010092-NEGRO";"E74010092-NEGRO";"yolo";"CMCL";"E";"181";"186";"0";"2000";"PMP900000010092";""
"61924";"E74010093-NEGRO";"0";"2000|E74010093-NEGRO";"E74010093-NEGRO";"E74010093-NEGRO";"yolo";"CMCL";"E";"95";"100";"0";"2000";"PMP900000010093";""
"61924";"E74010094-NEGRO";"0";"2000|E74010094-NEGRO";"E74010094-NEGRO";"E74010094-NEGRO";"yolo";"CMCL";"E";"121";"126";"0";"2000";"PMP900000010094";""
"61924";"E74010095-NEGRO";"0";"2000|E74010095-NEGRO";"E74010095-NEGRO";"E74010095-NEGRO";"yolo";"CMCL";"E";"60";"65";"0";"2000";"PMP900000010095";""
"61924";"E74010096-NEGRO";"0";"2000|E74010096-NEGRO";"E74010096-NEGRO";"E74010096-NEGRO";"yolo";"CMCL";"E";"62";"67";"0";"2000";"PMP900000010096";""
"61924";"E74010097-NEGRO";"0";"2000|E74010097-NEGRO";"E74010097-NEGRO";"E74010097-NEGRO";"yolo";"CMCL";"E";"121";"126";"0";"2000";"PMP900000010097";""
"61924";"E74010098-NEGRO";"0";"2000|E74010098-NEGRO";"E74010098-NEGRO";"E74010098-NEGRO";"yolo";"CMCL";"E";"137";"142";"0";"2000";"PMP900000010098";""
"61924";"E74010099-NEGRO";"0";"2000|E74010099-NEGRO";"E74010099-NEGRO";"E74010099-NEGRO";"yolo";"CMCL";"E";"228";"233";"0";"2000";"PMP900000010099";""
"61924";"E74010100-NEGRO";"0";"2000|E74010100-NEGRO";"E74010100-NEGRO";"E74010100-NEGRO";"yolo";"CMCL";"E";"152";"157";"0";"2000";"PMP900000010100";""
"61924";"E74010101-NEGRO";"0";"2000|E74010101-NEGRO";"E74010101-NEGRO";"E74010101-NEGRO";"yolo";"CMCL";"E";"67";"72";"0";"2000";"PMP900000010101";""
"61924";"E74010102-NEGRO";"0";"2000|E74010102-NEGRO";"E74010102-NEGRO";"E74010102-NEGRO";"yolo";"CMCL";"E";"64";"69";"0";"2000";"PMP900000010102";""
"61924";"E74010103-NEGRO";"0";"2000|E74010103-NEGRO";"E74010103-NEGRO";"E74010103-NEGRO";"yolo";"CMCL";"E";"195";"200";"0";"2000";"PMP900000010103";""
"61924";"E74010104-NEGRO";"0";"2000|E74010104-NEGRO";"E74010104-NEGRO";"E74010104-NEGRO";"yolo";"CMCL";"E";"47";"52";"0";"2000";"PMP900000010104";""
"61924";"E74010105-NEGRO";"0";"2000|E74010105-NEGRO";"E74010105-NEGRO";"E74010105-NEGRO";"yolo";"CMCL";"E";"87";"92";"0";"2000";"PMP900000010105";""
"61924";"E74010106-NEGRO";"0";"2000|E74010106-NEGRO";"E74010106-NEGRO";"E74010106-NEGRO";"yolo";"CMCL";"E";"108";"113";"0";"2000";"PMP900000010106";""
"61924";"E74010107-NEGRO";"0";"2000|E74010107-NEGRO";"E74010107-NEGRO";"E74010107-NEGRO";"yolo";"CMCL";"E";"178";"183";"0";"2000";"PMP900000010107";""
"61924";"E74010108-NEGRO";"0";"2000|E74010108-NEGRO";"E74010108-NEGRO";"E74010108-NEGRO";"yolo";"CMCL";"E";"46";"51";"0";"2000";"PMP900000010108";""
"61924";"E74010109-NEGRO";"0";"2000|E74010109-NEGRO";"E74010109-NEGRO";"E74010109-NEGRO";"yolo";"CMCL";"E";"177";"182";"0";"2000";"PMP900000010109";""
"61924";"E74010110-NEGRO";"0";"2000|E74010110-NEGRO";"E74010110-NEGRO";"E74010110-NEGRO";"yolo";"CMCL";"E";"35";"40";"0";"2000";"PMP900000010110";""
"61924";"E74010111-NEGRO";"0";"2000|E74010111-NEGRO";"E74010111-NEGRO";"E74010111-NEGRO";"yolo";"CMCL";"E";"188";"193";"0";"2000";"PMP900000010111";""
"61924";"E74010112-NEGRO";"0";"2000|E74010112-NEGRO";"E74010112-NEGRO";"E74010112-NEGRO";"yolo";"CMCL";"E";"177";"182";"0";"2000";"PMP900000010112";""
"61924";"E74010113-NEGRO";"0";"2000|E74010113-NEGRO";"E74010113-NEGRO";"E74010113-NEGRO";"yolo";"CMCL";"E";"58";"63";"0";"2000";"PMP900000010113";""
"61924";"E74010114-NEGRO";"0";"2000|E74010114-NEGRO";"E74010114-NEGRO";"E74010114-NEGRO";"yolo";"CMCL";"E";"34";"39";"0";"2000";"PMP900000010114";""
"61924";"E74010115-NEGRO";"0";"2000|E74010115-NEGRO";"E74010115-NEGRO";"E74010115-NEGRO";"yolo";"CMCL";"E";"133";"138";"0";"2000";"PMP900000010115";""
"61924";"E74010116-NEGRO";"0";"2000|E74010116-NEGRO";"E74010116-NEGRO";"E74010116-NEGRO";"yolo";"CMCL";"E";"84";"89";"0";"2000";"PMP900000010116";""
"61924";"E74010117-NEGRO";"0";"2000|E74010117-NEGRO";"E74010117-NEGRO";"E74010117-NEGRO";"yolo";"CMCL";"E";"142";"147";"0";"2000";"PMP900000010117";""
"61924";"E74010118-NEGRO";"0";"2000|E74010118-NEGRO";"E74010118-NEGRO";"E74010118-NEGRO";"yolo";"CMCL";"E";"56";"61";"0";"2000";"PMP900000010118";""
"61924";"E74010119-NEGRO";"0";"2000|E74010119-NEGRO";"E74010119-NEGRO";"E74010119-NEGRO";"yolo";"CMCL";"E";"191";"196";"0";"2000";"PMP900000010119";""
"61924";"E74010120-NEGRO";"0";"2000|E74010120-NEGRO";"E74010120-NEGRO";"E74010120-NEGRO";"yolo";"CMCL";"E";"214";"219";"0";"2000";"PMP900000010120";""
"61924";"E74010121-NEGRO";"0";"2000|E74010121-NEGRO";"E74010121-NEGRO";"E74010121-NEGRO";"yolo";"CMCL";"E";"56";"61";"0";"2000";"PMP900000010121";""
"61924";"E74010122-NEGRO";"0";"2000|E74010122-NEGRO";"E74010122-NEGRO";"E74010122-NEGRO";"yolo";"CMCL";"E";"201";"206";"0";"2000";"PMP900000010122";""
"61924";"E74010123-NEGRO";"0";"2000|E74010123-NEGRO";"E74010123-NEGRO";"E74010123-NEGRO";"yolo";"CMCL";"E";"97";"102";"0";"2000";"PMP900000010123";""
"61924";"E74010124-NEGRO";"0";"2000|E74010124-NEGRO";"E74010124-NEGRO";"E74010124-NEGRO";"yolo";"CMCL";"E";"168";"173";"0";"2000";"PMP900000010124";""
"61924";"E74010125-NEGRO";"0";"2000|E74010125-NEGRO";"E74010125-NEGRO";"E74010125-NEGRO";"yolo";"CMCL";"E";"111";"116";"0";"2000";"PMP900000010125";""
"61924";"E74010126-NEGRO";"0";"2000|E74010126-NEGRO";"E74010126-NEGRO";"E74010126-NEGRO";"yolo";"CMCL";"E";"184";"189";"0";"2000";"PMP900000010126";""
"61924";"E74010127-NEGRO";"0";"2000|E74010127-NEGRO";"E74010127-NEGRO";"E74010127-NEGRO";"yolo";"CMCL";"E";"215";"220";"0";"2000";"PMP900000010127";""
"61924";"E74010128-NEGRO";"0";"2000|E74010128-NEGRO";"E74010128-NEGRO";"E74010128-NEGRO";"yolo";"CMCL";"E";"153";"158";"0";"2000";"PMP900000010128";""
"61924";"E74010129-NEGRO";"0";"2000|E74010129-NEGRO";"E74010129-NEGRO";"E74010129-NEGRO";"yolo";"CMCL";"E";"57";"62";"0";"2000";"PMP900000010129";""
"61924";"E74010130-NEGRO";"0";"2000|E74010130-NEGRO";"E74010130-NEGRO";"E74010130-NEGRO";"yolo";"CMCL";"E";"84";"89";"0";"2000";"PMP900000010130";""
"61924";"E74010131-NEGRO";"0";"2000|E74010131-NEGRO";"E74010131-NEGRO";"E74010131-NEGRO";"yolo";"CMCL";"E";"226";"231";"0";"2000";"PMP900000010131";""
"61924";"E74010132-NEGRO";"0";"2000|E74010132-NEGRO";"E74010132-NEGRO";"E74010132-NEGRO";"yolo";"CMCL";"E";"149";"154";"0";"2000";"PMP900000010132";""
"61924";"E74010133-NEGRO";"0";"2000|E74010133-NEGRO";"E74010133-NEGRO";"E74010133-NEGRO";"yolo";"CMCL";"E";"92";"97";"0";"2000";"PMP900000010133";""
"61924";"E74010134-NEGRO";"0";"2000|E74010134-NEGRO";"E74010134-NEGRO";"E74010134-NEGRO";"yolo";"CMCL";"E";"133";"138";"0";"2000";"PMP900000010134";""
"61924";"E74010135-NEGRO";"0";"2000|E74010135-NEGRO";"E74010135-NEGRO";"E74010135-NEGRO";"yolo";"CMCL";"E";"150";"155";"0";"2000";"PMP900000010135";""
"61924";"E74010136-NEGRO";"0";"2000|E74010136-NEGRO";"E74010136-NEGRO";"E74010136-NEGRO";"yolo";"CMCL";"E";"91";"96";"0";"2000";"PMP900000010136";""
"61924";"E74010137-NEGRO";"0";"2000|E74010137-NEGRO";"E74010137-NEGRO";"E74010137-NEGRO";"yolo";"CMCL";"E";"91";"96";"0";"2000";"PMP900000010137";""
"61924";"E74010138-NEGRO";"0";"2000|E74010138-NEGRO";"E74010138-NEGRO";"E74010138-NEGRO";"yolo";"CMCL";"E";"246";"251";"0";"2000";"PMP900000010138";""
"61924";"E74010139-NEGRO";"0";"2000|E74010139-NEGRO";"E74010139-NEGRO";"E74010139-NEGRO";"yolo";"CMCL";"E";"34";"39";"0";"2000";"PMP900000010139";""
"61924";"E74010140-NEGRO";"0";"2000|E74010140-NEGRO";"E74010140-NEGRO";"E74010140-NEGRO";"yolo";"CMCL";"E";"96";"101";"0";"2000";"PMP900000010140";""
"61924";"E74010141-NEGRO";"0";"2000|E74010141-NEGRO";"E74010141-NEGRO";"E74010141-NEGRO";"yolo";"CMCL";"E";"164";"169";"0";"2000";"PMP900000010141";""
